timestamp,session_id,user_id,method,endpoint,status_code,response_time_ms,request_size,response_size,ip_address,user_agent,country,device,request_body,label
2026-08-17T08:48:00.902439+00:00,bdce154f,bob,GET,/search,200,22.71,0,55,43.248.87.173,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,BR,tablet, q=headphone,normal
2026-08-17T08:48:01.107311+00:00,bdce154f,bob,GET,/products/1,200,7.78,0,83,43.248.87.173,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,RU,tablet, ,normal
2026-08-17T08:48:01.277312+00:00,bdce154f,bob,POST,/cart/add,200,51.38,32,52,43.248.87.173,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,GB,mobile,"{""product_id"": 1, ""quantity"": 1} ",normal
2026-08-17T08:48:01.452763+00:00,bdce154f,bob,GET,/cart,200,42.71,0,132324,43.248.87.173,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,DE,tablet, ,normal
2026-08-17T08:48:01.711345+00:00,bdce154f,bob,POST,/order,200,13.17,32,40,43.248.87.173,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,CN,desktop,"{""product_id"": 1, ""quantity"": 1} ",normal
2026-08-17T08:48:01.998358+00:00,7d18dd8e,anon,POST,/login,401,273.08,44,41,150.193.141.49,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,DE,desktop,"{""username"": ""bob"", ""password"": ""wrongpass""} ",normal
2026-08-17T08:48:02.467611+00:00,7d18dd8e,anon,POST,/login,200,292.2,46,174,150.193.141.49,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,FR,desktop,"{""username"": ""bob"", ""password"": ""password123""} ",normal
2026-08-17T08:48:02.489158+00:00,7d18dd8e,bob,GET,/products,200,7.29,0,337,150.193.141.49,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,US,mobile, ,normal
2026-08-17T08:48:02.645878+00:00,7d18dd8e,bob,GET,/search,200,7.58,0,49,150.193.141.49,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,BD,mobile, q=laptop,normal
2026-08-17T08:48:02.922313+00:00,7d18dd8e,bob,GET,/users/3,200,10.74,0,69,150.193.141.49,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,IN,mobile, ,normal
2026-08-17T08:48:03.123415+00:00,7d18dd8e,bob,GET,/cart,200,40.91,0,132324,150.193.141.49,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,US,desktop, ,normal
2026-08-17T08:48:03.216381+00:00,7d18dd8e,bob,GET,/search,200,4.94,0,46,150.193.141.49,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,FR,desktop, q=o%27brien+mug,normal
2026-08-17T08:48:03.433839+00:00,7d18dd8e,bob,POST,/order,200,10.91,32,40,150.193.141.49,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,BD,mobile,"{""product_id"": 4, ""quantity"": 3} ",normal
2026-08-17T08:48:03.458669+00:00,cb9847c1,anon,GET,/search,200,4.87,0,46,95.21.146.225,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,DE,mobile, q=o%27brien+mug,normal
2026-08-17T08:48:03.878116+00:00,cb9847c1,anon,GET,/products/2,200,4.69,0,78,95.21.146.225,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,NG,mobile, ,normal
2026-08-17T08:48:04.491036+00:00,371536c1,anon,POST,/login,200,274.49,46,174,135.124.60.28,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,US,mobile,"{""username"": ""bob"", ""password"": ""password123""} ",normal
2026-08-17T08:48:04.528504+00:00,371536c1,bob,POST,/cart/add,200,23.05,32,52,135.124.60.28,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,DE,tablet,"{""product_id"": 1, ""quantity"": 1} ",normal
2026-08-17T08:48:04.731538+00:00,371536c1,bob,POST,/cart/add,200,20.69,32,52,135.124.60.28,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,GB,mobile,"{""product_id"": 1, ""quantity"": 1} ",normal
2026-08-17T08:48:04.880484+00:00,371536c1,bob,GET,/products/1,200,9.54,0,83,135.124.60.28,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,GB,desktop, ,normal
2026-08-17T08:48:05.058423+00:00,371536c1,bob,GET,/cart,200,44.02,0,132428,135.124.60.28,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,BD,desktop, ,normal
2026-08-17T08:48:05.225387+00:00,371536c1,bob,GET,/search,200,6.34,0,45,135.124.60.28,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,CN,desktop, q=4k+monitor,normal
2026-08-17T08:48:05.391804+00:00,371536c1,bob,GET,/products/1,200,12.49,0,83,135.124.60.28,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,RU,desktop, ,normal
2026-08-17T08:48:05.682022+00:00,371536c1,bob,POST,/cart/add,200,21.21,32,52,135.124.60.28,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,RU,desktop,"{""product_id"": 1, ""quantity"": 1} ",normal
2026-08-17T08:48:05.784013+00:00,371536c1,bob,POST,/order,200,9.81,32,40,135.124.60.28,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,CN,desktop,"{""product_id"": 4, ""quantity"": 2} ",normal
2026-08-17T08:48:06.073685+00:00,3a9dae6d,anon,POST,/login,200,276.25,48,177,121.243.245.251,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,NG,desktop,"{""username"": ""alice"", ""password"": ""password123""} ",normal
2026-08-17T08:48:06.090738+00:00,3a9dae6d,alice,GET,/products/3,200,6.93,0,85,121.243.245.251,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,BD,mobile, ,normal
2026-08-17T08:48:06.311226+00:00,3a9dae6d,alice,GET,/users/2,200,16.94,0,73,121.243.245.251,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,FR,tablet, ,normal
2026-08-17T08:48:06.498629+00:00,3a9dae6d,alice,GET,/cart,200,38.03,0,128547,121.243.245.251,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,BD,desktop, ,normal
2026-08-17T08:48:06.803744+00:00,3a9dae6d,alice,POST,/cart/add,200,57.07,32,52,121.243.245.251,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,BD,mobile,"{""product_id"": 1, ""quantity"": 1} ",normal
2026-08-17T08:48:07.036483+00:00,3a9dae6d,alice,GET,/cart,200,36.99,0,128599,121.243.245.251,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,DE,mobile, ,normal
2026-08-17T08:48:07.238702+00:00,3a9dae6d,alice,GET,/cart,200,80.35,0,128599,121.243.245.251,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,RU,tablet, ,normal
2026-08-17T08:48:07.348014+00:00,3a9dae6d,alice,POST,/order,200,14.41,32,41,121.243.245.251,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,BR,mobile,"{""product_id"": 2, ""quantity"": 3} ",normal
2026-08-17T08:48:07.642214+00:00,1f435aec,anon,POST,/login,200,261.57,48,177,74.166.85.59,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,US,tablet,"{""username"": ""alice"", ""password"": ""password123""} ",normal
2026-08-17T08:48:07.689889+00:00,1f435aec,alice,GET,/cart,200,33.54,0,128599,74.166.85.59,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,IN,mobile, ,normal
2026-08-17T08:48:07.895691+00:00,1f435aec,alice,GET,/users/2,200,9.44,0,73,74.166.85.59,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,US,desktop, ,normal
2026-08-17T08:48:08.126887+00:00,1f435aec,alice,GET,/products/1,200,13.86,0,83,74.166.85.59,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,US,tablet, ,normal
2026-08-17T08:48:08.354415+00:00,1f435aec,alice,GET,/products/3,200,6.55,0,85,74.166.85.59,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,FR,tablet, ,normal
2026-08-17T08:48:08.440583+00:00,1f435aec,alice,POST,/order,200,9.84,32,41,74.166.85.59,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,GB,desktop,"{""product_id"": 1, ""quantity"": 2} ",normal
2026-08-17T08:48:08.716219+00:00,4c4f7b0b,anon,POST,/login,200,265.98,48,177,152.115.154.82,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,DE,tablet,"{""username"": ""alice"", ""password"": ""password123""} ",normal
2026-08-17T08:48:08.731029+00:00,4c4f7b0b,alice,GET,/products,200,6.02,0,337,152.115.154.82,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,US,tablet, ,normal
2026-08-17T08:48:08.950397+00:00,4c4f7b0b,alice,POST,/cart/add,200,26.55,32,52,152.115.154.82,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,US,desktop,"{""product_id"": 1, ""quantity"": 3} ",normal
2026-08-17T08:48:09.138383+00:00,4c4f7b0b,alice,GET,/search,200,6.89,0,49,152.115.154.82,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,FR,desktop, q=laptop,normal
2026-08-17T08:48:09.270301+00:00,4c4f7b0b,alice,GET,/cart,200,39.71,0,128651,152.115.154.82,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,BR,mobile, ,normal
2026-08-17T08:48:09.490897+00:00,4c4f7b0b,alice,GET,/users/2,200,8.12,0,73,152.115.154.82,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,FR,mobile, ,normal
2026-08-17T08:48:09.575688+00:00,4c4f7b0b,alice,GET,/users/2,200,9.69,0,73,152.115.154.82,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,DE,desktop, ,normal
2026-08-17T08:48:10.022423+00:00,a81f937d,anon,POST,/login,200,270.96,48,177,215.15.163.113,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,RU,desktop,"{""username"": ""alice"", ""password"": ""password123""} ",normal
2026-08-17T08:48:10.055702+00:00,a81f937d,alice,GET,/products,200,6.44,0,337,215.15.163.113,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,DE,mobile, ,normal
2026-08-17T08:48:10.154171+00:00,a81f937d,alice,GET,/users/2,200,9.47,0,73,215.15.163.113,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,BD,desktop, ,normal
2026-08-17T08:48:10.473438+00:00,a81f937d,alice,GET,/cart,200,31.17,0,128651,215.15.163.113,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,BR,desktop, ,normal
2026-08-17T08:48:10.734534+00:00,a81f937d,alice,GET,/products/2,200,11.16,0,78,215.15.163.113,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,CN,mobile, ,normal
2026-08-17T08:48:10.981479+00:00,a81f937d,alice,POST,/cart/add,200,62.83,32,52,215.15.163.113,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,DE,mobile,"{""product_id"": 3, ""quantity"": 1} ",normal
2026-08-17T08:48:11.156704+00:00,a81f937d,alice,GET,/search,200,12.54,0,49,215.15.163.113,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,US,tablet, q=laptop,normal
2026-08-17T08:48:11.362299+00:00,a81f937d,alice,POST,/order,200,15.12,32,40,215.15.163.113,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,US,desktop,"{""product_id"": 4, ""quantity"": 3} ",normal
2026-08-17T08:48:11.658048+00:00,aa629a92,anon,POST,/login,401,265.32,44,41,201.207.114.111,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,BR,tablet,"{""username"": ""bob"", ""password"": ""wrongpass""} ",normal
2026-08-17T08:48:12.097475+00:00,aa629a92,anon,POST,/login,200,289.14,46,174,201.207.114.111,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,IN,tablet,"{""username"": ""bob"", ""password"": ""password123""} ",normal
2026-08-17T08:48:12.142293+00:00,aa629a92,bob,GET,/cart,200,33.6,0,132480,201.207.114.111,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,GB,tablet, ,normal
2026-08-17T08:48:12.279123+00:00,aa629a92,bob,GET,/cart,200,44.09,0,132480,201.207.114.111,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,RU,mobile, ,normal
2026-08-17T08:48:12.503318+00:00,aa629a92,bob,POST,/cart/add,200,29.35,32,52,201.207.114.111,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,NG,mobile,"{""product_id"": 3, ""quantity"": 3} ",normal
2026-08-17T08:48:12.586322+00:00,aa629a92,bob,GET,/users/3,200,7.24,0,69,201.207.114.111,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,FR,mobile, ,normal
2026-08-17T08:48:12.690213+00:00,aa629a92,bob,GET,/users/3,200,7.28,0,69,201.207.114.111,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,CN,tablet, ,normal
2026-08-17T08:48:12.838024+00:00,5e4e061f,anon,GET,/products/1,200,12.71,0,83,218.129.138.114,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,BD,mobile, ,normal
2026-08-17T08:48:13.005251+00:00,5e4e061f,anon,GET,/products/1,200,7.06,0,83,218.129.138.114,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,US,mobile, ,normal
2026-08-17T08:48:13.252120+00:00,44762c97,anon,GET,/products/2,200,5.65,0,78,201.106.211.181,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,NG,desktop, ,normal
2026-08-17T08:48:13.605663+00:00,44762c97,anon,GET,/products,200,4.56,0,337,201.106.211.181,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,DE,mobile, ,normal
2026-08-17T08:48:13.847237+00:00,44762c97,anon,GET,/products/2,200,11.24,0,78,201.106.211.181,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,GB,desktop, ,normal
2026-08-17T08:48:14.163460+00:00,44762c97,anon,GET,/products/3,200,11.45,0,85,201.106.211.181,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,FR,mobile, ,normal
2026-08-17T08:48:14.556103+00:00,44762c97,anon,GET,/products,200,5.89,0,337,201.106.211.181,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,GB,tablet, ,normal
2026-08-17T08:48:14.869977+00:00,44762c97,anon,GET,/products/2,200,11.96,0,78,201.106.211.181,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,FR,desktop, ,normal
2026-08-17T08:48:15.080932+00:00,c220d4dd,anon,GET,/products/1,200,12.54,0,83,107.62.249.210,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,NG,mobile, ,normal
2026-08-17T08:48:15.284998+00:00,c220d4dd,anon,GET,/search,200,10.14,0,46,107.62.249.210,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,GB,tablet, q=usb-c+cable,normal
2026-08-17T08:48:15.510858+00:00,c220d4dd,anon,GET,/search,200,4.36,0,46,107.62.249.210,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,CN,mobile, q=o%27brien+mug,normal
2026-08-17T08:48:15.906888+00:00,55a4eeac,anon,GET,/products/2,200,10.43,0,78,186.37.115.103,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,US,mobile, ,normal
2026-08-17T08:48:16.197211+00:00,55a4eeac,anon,GET,/products/2,200,6.86,0,78,186.37.115.103,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,NG,desktop, ,normal
2026-08-17T08:48:16.435012+00:00,776fc1bb,anon,GET,/search,200,10.19,0,46,35.219.200.84,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,IN,mobile, q=o%27brien+mug,normal
2026-08-17T08:48:16.811391+00:00,776fc1bb,anon,GET,/products/4,200,9.8,0,86,35.219.200.84,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,US,mobile, ,normal
2026-08-17T08:48:17.169079+00:00,776fc1bb,anon,GET,/products/1,200,9.24,0,83,35.219.200.84,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,NG,desktop, ,normal
2026-08-17T08:48:17.504228+00:00,776fc1bb,anon,GET,/products/2,200,4.99,0,78,35.219.200.84,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,US,desktop, ,normal
2026-08-17T08:48:17.879799+00:00,776fc1bb,anon,GET,/products/4,200,11.8,0,86,35.219.200.84,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,FR,desktop, ,normal
2026-08-17T08:48:18.149582+00:00,776fc1bb,anon,GET,/products/4,200,9.32,0,86,35.219.200.84,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,GB,tablet, ,normal
2026-08-17T08:48:18.524291+00:00,fade4607,anon,GET,/products/2,200,3.17,0,78,216.185.251.98,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,US,mobile, ,normal
2026-08-17T08:48:18.745514+00:00,fade4607,anon,GET,/products/4,200,6.48,0,86,216.185.251.98,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,GB,tablet, ,normal
2026-08-17T08:48:19.056056+00:00,fade4607,anon,GET,/products,200,5.16,0,337,216.185.251.98,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,BR,mobile, ,normal
2026-08-17T08:48:19.260853+00:00,fade4607,anon,GET,/search,200,4.72,0,45,216.185.251.98,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,BD,tablet, q=4k+monitor,normal
2026-08-17T08:48:19.665359+00:00,fade4607,anon,GET,/search,200,7.42,0,46,216.185.251.98,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,DE,tablet, q=o%27brien+mug,normal
2026-08-17T08:48:19.802459+00:00,fade4607,anon,GET,/products,200,7.31,0,337,216.185.251.98,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,US,mobile, ,normal
2026-08-17T08:48:19.972580+00:00,db184bab,anon,GET,/products/2,200,6.45,0,78,214.149.179.16,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,US,tablet, ,normal
2026-08-17T08:48:20.223209+00:00,db184bab,anon,GET,/products,200,8.13,0,337,214.149.179.16,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,DE,tablet, ,normal
2026-08-17T08:48:20.538487+00:00,db184bab,anon,GET,/search,200,3.28,0,53,214.149.179.16,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,BR,desktop, q=keyboard,normal
2026-08-17T08:48:20.910527+00:00,db184bab,anon,GET,/products/2,200,8.73,0,78,214.149.179.16,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,CN,mobile, ,normal
2026-08-17T08:48:21.140322+00:00,db184bab,anon,GET,/products,200,5.15,0,337,214.149.179.16,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,RU,mobile, ,normal
2026-08-17T08:48:21.404657+00:00,db184bab,anon,GET,/products/2,200,6.93,0,78,214.149.179.16,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,BR,mobile, ,normal
2026-08-17T08:48:21.994126+00:00,59765b39,anon,POST,/login,200,274.88,48,177,222.231.8.49,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,IN,desktop,"{""username"": ""alice"", ""password"": ""password123""} ",normal
2026-08-17T08:48:22.033570+00:00,59765b39,alice,GET,/search,200,4.81,0,46,222.231.8.49,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,DE,mobile, q=o%27brien+mug,normal
2026-08-17T08:48:22.203952+00:00,59765b39,alice,GET,/products/3,200,5.25,0,85,222.231.8.49,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,NG,desktop, ,normal
2026-08-17T08:48:22.490540+00:00,59765b39,alice,POST,/cart/add,200,61.65,32,52,222.231.8.49,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,IN,mobile,"{""product_id"": 4, ""quantity"": 1} ",normal
2026-08-17T08:48:22.603062+00:00,59765b39,alice,GET,/users/2,200,7.23,0,73,222.231.8.49,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,IN,desktop, ,normal
2026-08-17T08:48:22.850544+00:00,59765b39,alice,POST,/cart/add,200,37.8,32,52,222.231.8.49,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,GB,desktop,"{""product_id"": 1, ""quantity"": 3} ",normal
2026-08-17T08:48:22.971455+00:00,59765b39,alice,GET,/products,200,10.27,0,337,222.231.8.49,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,FR,desktop, ,normal
2026-08-17T08:48:23.164333+00:00,59765b39,alice,GET,/products/3,200,8.34,0,85,222.231.8.49,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,NG,tablet, ,normal
2026-08-17T08:48:23.412559+00:00,59765b39,alice,POST,/cart/add,200,31.0,32,52,222.231.8.49,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,NG,desktop,"{""product_id"": 4, ""quantity"": 1} ",normal
2026-08-17T08:48:23.646046+00:00,2948c65d,anon,GET,/products/2,200,6.8,0,78,175.144.60.37,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,FR,tablet, ,normal
2026-08-17T08:48:23.804210+00:00,2948c65d,anon,GET,/search,200,5.66,0,45,175.144.60.37,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,FR,desktop, q=4k+monitor,normal
2026-08-17T08:48:23.964251+00:00,2948c65d,anon,GET,/search,200,6.11,0,59,175.144.60.37,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,FR,desktop, q=phone,normal
2026-08-17T08:48:24.131293+00:00,2948c65d,anon,GET,/search,200,4.46,0,46,175.144.60.37,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,US,mobile, q=usb-c+cable,normal
2026-08-17T08:48:24.441718+00:00,2948c65d,anon,GET,/products,200,12.33,0,337,175.144.60.37,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,CN,tablet, ,normal
2026-08-17T08:48:24.837624+00:00,2948c65d,anon,GET,/search,200,6.43,0,46,175.144.60.37,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,GB,desktop, q=usb-c+cable,normal
2026-08-17T08:48:25.134670+00:00,6b7e7aa9,anon,GET,/products/2,200,7.55,0,78,1.115.248.53,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,NG,tablet, ,normal
2026-08-17T08:48:25.507346+00:00,6b7e7aa9,anon,GET,/products/2,200,3.76,0,78,1.115.248.53,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,NG,desktop, ,normal
2026-08-17T08:48:25.826939+00:00,6b7e7aa9,anon,GET,/products/3,200,7.24,0,85,1.115.248.53,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,US,tablet, ,normal
2026-08-17T08:48:26.241969+00:00,6b7e7aa9,anon,GET,/search,200,5.0,0,53,1.115.248.53,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,DE,mobile, q=keyboard,normal
2026-08-17T08:48:26.595712+00:00,6b7e7aa9,anon,GET,/products/1,200,8.1,0,83,1.115.248.53,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,US,mobile, ,normal
2026-08-17T08:48:26.777701+00:00,6b7e7aa9,anon,GET,/products/3,200,7.43,0,85,1.115.248.53,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0,BD,tablet, ,normal
2026-08-17T08:48:27.135494+00:00,d66cd330,anon,GET,/search,200,9.11,0,55,200.185.177.150,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0,NG,desktop, q=headphone,normal
2026-08-17T08:48:27.333965+00:00,d66cd330,anon,GET,/products,200,7.43,0,337,200.185.177.150,Mozilla/5.0 (Linux; Android 13) Chrome/119.0 Mobile,CN,tablet, ,normal
2026-08-17T08:48:27.547139+00:00,d66cd330,anon,GET,/products/3,200,5.72,0,85,200.185.177.150,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile Safari,IN,mobile, ,normal
2026-08-17T08:48:27.807135+00:00,d66cd330,anon,GET,/search,200,7.59,0,55,200.185.177.150,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,CN,tablet, q=headphone,normal
2026-08-17T08:48:28.107730+00:00,d66cd330,anon,GET,/products/1,200,7.79,0,83,200.185.177.150,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) Safari/17.0,CN,tablet, ,normal
