iter	MultiClass
138	0.02974896155
139	0.02960929668
140	0.02951696
141	0.0293962639
142	0.02918196383
143	0.02909226236
144	0.02900053123
145	0.02888833044
146	0.02877977182
147	0.0286909771
148	0.028597732
149	0.0285446507
150	0.0283961914
151	0.02833158837
152	0.02822478303
153	0.02807957247
154	0.02800598973
155	0.02783382339
156	0.02775963241
157	0.02769380868
158	0.02755733171
159	0.0274560876
160	0.02733276181
161	0.02723383147
162	0.02717829931
163	0.02710660236
164	0.02700260198
165	0.0269351142
166	0.02677510444
167	0.02666560074
168	0.02659773238
169	0.02639505001
170	0.02633025169
171	0.02624425344
172	0.02614672604
173	0.02606559432
174	0.02587858137
175	0.02570461217
176	0.02561059227
177	0.02552495319
178	0.02539320029
179	0.02534032695
180	0.02519749672
181	0.02505371116
182	0.02499481379
183	0.02492273239
184	0.0248621079
185	0.02480883959
186	0.02475497303
187	0.02464905289
188	0.02449260561
189	0.02437855065
190	0.02429839174
191	0.02425862241
192	0.02414488555
193	0.02403070896
194	0.02396166807
195	0.02388773313
196	0.02381886988
197	0.0237474398
198	0.02367677038
199	0.02358704704
200	0.02351658422
201	0.02345981785
202	0.02340893344
203	0.02334635589
204	0.02326375958
205	0.02319937431
206	0.02309847173
207	0.0230533964
208	0.02299948035
209	0.02285143897
210	0.0228239157
211	0.02277427635
212	0.02269745525
213	0.02265557355
214	0.02260250669
215	0.0225293451
216	0.02248732451
217	0.02236458568
218	0.02231893278
219	0.02221661166
220	0.02213063223
221	0.02210138253
222	0.02199717946
223	0.02190832712
224	0.02186196776
225	0.02182764695
226	0.02178793293
227	0.0217326498
228	0.02167433752
229	0.0216154947
230	0.02157834056
231	0.02153622205
232	0.02149013511
233	0.02144538349
234	0.02140909251
235	0.02133728417
236	0.021302459
237	0.02117655341
238	0.02115277926
239	0.02108896157
240	0.02105020896
241	0.02100893477
242	0.02094938001
243	0.02091548164
244	0.02082259169
245	0.02076501561
246	0.02072447338
247	0.02069564928
248	0.02063605202
249	0.02059084399
250	0.02056933722
251	0.02052416824
252	0.02046628602
253	0.02044229323
254	0.02038747731
255	0.02033260308
256	0.02024883255
257	0.02021581948
258	0.02018846992
259	0.02016455904
260	0.02012686367
261	0.02005793923
262	0.02003411742
263	0.01998993146
264	0.01995681505
265	0.01993498116
266	0.01988859308
267	0.01986282014
268	0.01983539598
269	0.01979617437
270	0.01976634521
271	0.01970962612
272	0.01968493033
273	0.01961567918
274	0.01958651306
275	0.01955634135
276	0.01953615266
277	0.01951118855
278	0.01948535674
279	0.01945418754
280	0.01943015939
281	0.01939461973
282	0.01937477664
283	0.01930975424
284	0.01925572571
285	0.01922452722
286	0.01916063668
287	0.01913680111
288	0.01910499461
289	0.01900909148
290	0.01899233425
291	0.0189700842
292	0.01891912525
293	0.01885762082
294	0.01882715711
295	0.0188046155
296	0.01876981044
297	0.01872766721
298	0.01867976774
299	0.01863726461
300	0.01862088815
301	0.01860284056
302	0.01853539453
303	0.01851345182
304	0.01847251783
305	0.01843848679
306	0.01840585707
307	0.01838697238
308	0.01836889901
309	0.01834986363
310	0.01832230734
311	0.01828801247
312	0.01826145382
313	0.01824767586
314	0.01822490943
315	0.01820948714
316	0.01815927885
317	0.01812003091
318	0.01806829269
319	0.01805082384
320	0.01802695289
321	0.01800152743
322	0.01796962324
323	0.01792476866
324	0.01789981073
325	0.01782752263
326	0.01779825913
327	0.01774714302
328	0.01771199724
329	0.01769593621
330	0.01766378515
331	0.0176424487
332	0.01762636482
333	0.01759318125
334	0.01755788933
335	0.01752652082
336	0.01750608938
337	0.01748346277
338	0.01745702802
339	0.01742693394
340	0.01738676672
341	0.01735589902
342	0.0173350269
343	0.01730191064
344	0.01724082563
345	0.01720668596
346	0.01718560604
347	0.01714488267
348	0.01713076936
349	0.01710570061
350	0.01706202415
351	0.01703882296
352	0.01700132733
353	0.01697453944
354	0.0169443974
355	0.01690059866
356	0.01685461919
357	0.01684082801
358	0.01682154394
359	0.01680474325
360	0.01679213276
361	0.0167512426
362	0.01673476365
363	0.01672631423
364	0.01670235404
365	0.01666482961
366	0.01664890563
367	0.01662000881
368	0.01660271119
369	0.01653039453
370	0.01650200764
371	0.01647312203
372	0.01645679
373	0.0164172029
374	0.01640261523
375	0.01638884837
376	0.0163591705
377	0.01633854919
378	0.01631567915
379	0.01629771825
380	0.01627058673
381	0.01625156518
382	0.01623501491
383	0.01619679684
384	0.01615477403
385	0.01614301033
386	0.01611470881
387	0.01607954655
388	0.01605895406
389	0.01604355299
390	0.01602245675
391	0.01600660027
392	0.01596863702
393	0.01595053048
394	0.01593386845
395	0.01589199554
396	0.01588121112
397	0.0158614577
398	0.01584546411
399	0.01581779146
